trial_id,config_id,k_margin,base_accuracy,steps,voting_correct,single_correct,total_samples,converged,elapsed_ms
78,k2_live,2,0,1,true,true,2,true,3159
79,k2_live,2,0,1,true,true,2,true,3753
80,k2_live,2,0,1,true,true,2,true,3124
81,k2_live,2,0,1,true,true,2,true,3182
82,k2_live,2,0,1,true,true,2,true,4199
83,k2_live,2,0,1,true,true,2,true,3420
84,k2_live,2,0,1,true,true,2,true,4146
85,k2_live,2,0,1,true,true,2,true,3583
86,k2_live,2,0,1,true,true,2,true,3478
87,k2_live,2,0,1,true,true,2,true,3659
88,k2_live,2,0,1,true,true,2,true,5464
89,k2_live,2,0,1,true,true,2,true,3835
90,k2_live,2,0,1,true,true,2,true,3379
91,k2_live,2,0,1,true,true,2,true,3214
92,k2_live,2,0,1,true,true,2,true,5226
93,k2_live,2,0,1,true,true,2,true,4949
94,k2_live,2,0,1,true,true,2,true,4002
95,k2_live,2,0,1,true,true,2,true,4695
96,k2_live,2,0,1,true,true,2,true,3378
97,k2_live,2,0,1,true,true,2,true,4815
98,k2_live,2,0,1,true,true,2,true,3013
99,k2_live,2,0,1,true,true,2,true,3162
100,k2_live,2,0,1,true,true,2,true,3418
101,k2_live,2,0,1,true,true,2,true,5410
102,k2_live,2,0,1,true,true,2,true,3897
103,k2_live,2,0,1,true,true,2,true,5687
104,k2_live,2,0,1,true,true,2,true,3892
105,k2_live,2,0,1,true,true,2,true,3931
106,k2_live,2,0,1,true,true,2,true,3942
107,k2_live,2,0,1,true,true,2,true,3588
108,k2_live,2,0,1,true,true,2,true,3558
109,k2_live,2,0,1,true,true,2,true,3630
110,k2_live,2,0,1,true,true,2,true,2697
111,k2_live,2,0,1,true,true,2,true,3175
112,k2_live,2,0,1,true,true,2,true,3549
113,k2_live,2,0,1,true,true,2,true,4115
114,k2_live,2,0,1,true,true,2,true,6419
115,k2_live,2,0,1,true,true,2,true,3926
116,k2_live,2,0,1,true,true,2,true,3375
117,k2_live,2,0,1,true,true,2,true,3484
118,k2_live,2,0,1,true,true,2,true,3194
119,k2_live,2,0,1,true,true,2,true,3143
120,k2_live,2,0,1,true,true,2,true,4299
121,k2_live,2,0,1,true,true,2,true,8220
122,k2_live,2,0,1,true,true,2,true,3068
123,k2_live,2,0,1,true,true,2,true,3334
124,k2_live,2,0,1,true,true,2,true,4543
125,k2_live,2,0,1,true,true,2,true,5159
126,k2_live,2,0,1,true,true,2,true,3163
127,k2_live,2,0,1,true,true,2,true,3858
128,k2_live,2,0,1,true,true,2,true,3366
129,k2_live,2,0,1,true,true,2,true,5014
130,k2_live,2,0,1,true,true,2,true,4864
131,k2_live,2,0,1,true,true,2,true,3737
132,k2_live,2,0,1,true,true,2,true,3431
133,k2_live,2,0,1,true,true,2,true,3410
134,k2_live,2,0,1,true,true,2,true,3476
135,k2_live,2,0,1,true,true,2,true,2910
136,k2_live,2,0,1,true,true,2,true,3052
137,k2_live,2,0,1,true,true,2,true,3618
138,k2_live,2,0,1,true,true,2,true,2889
139,k2_live,2,0,1,true,true,2,true,3685
140,k2_live,2,0,1,true,true,2,true,3335
141,k2_live,2,0,1,true,true,2,true,3295
142,k2_live,2,0,1,true,true,2,true,6405
143,k2_live,2,0,1,true,true,2,true,2757
144,k2_live,2,0,1,true,true,2,true,3111
145,k2_live,2,0,1,true,true,2,true,3055
146,k2_live,2,0,1,true,true,2,true,3067
147,k2_live,2,0,1,true,true,2,true,3174
148,k2_live,2,0,1,true,true,2,true,3895
149,k2_live,2,0,1,true,true,2,true,3687
150,k2_live,2,0,1,true,true,2,true,3194
151,k2_live,2,0,1,true,true,2,true,5119
152,k2_live,2,0,1,true,true,2,true,3183
153,k2_live,2,0,1,true,true,2,true,3543
154,k2_live,2,0,1,true,true,2,true,3803
155,k2_live,2,0,1,true,true,2,true,3586
156,k2_live,2,0,1,true,true,2,true,3313
157,k2_live,2,0,1,true,true,2,true,3195
158,k2_live,2,0,1,true,true,2,true,2839
159,k2_live,2,0,1,true,true,2,true,3276
160,k2_live,2,0,1,true,true,2,true,3493
161,k2_live,2,0,1,true,true,2,true,4135
162,k2_live,2,0,1,true,true,2,true,3585
163,k2_live,2,0,1,true,true,2,true,3515
164,k2_live,2,0,1,true,true,2,true,2912
165,k2_live,2,0,1,true,true,2,true,3204
166,k2_live,2,0,1,true,true,2,true,3990
167,k2_live,2,0,1,true,true,2,true,3866
168,k2_live,2,0,1,true,true,2,true,3540
169,k2_live,2,0,1,true,true,2,true,3465
170,k2_live,2,0,1,true,true,2,true,3062
171,k2_live,2,0,1,true,true,2,true,3322
172,k2_live,2,0,1,true,true,2,true,3925
